imdb_title,tmdb_titles,budget,revenue
Hero,Hero,0.0,0.0
Wonder,Wonder,20000000.0,315025930.0
Before Midnight,Before Midnight,0.0,0.0
A Christmas Story,A Christmas Story,0.0,0.0
The Maltese Falcon,The Maltese Falcon,375000.0,1772000.0
Ghost in the Shell,Ghost in the Shell,3000000.0,10000000.0
Rope,Rope,1500000.0,2200000.0
This Is Spinal Tap,This Is Spinal Tap,2500000.0,4737539.0
Spartacus,Spartacus,0.0,0.0
Strangers on a Train,Strangers on a Train,1200000.0,7000000.0
The Raid 2,The Raid 2,4500000.0,6566916.0
All the President's Men,All the President's Men,8500000.0,70600000.0
Dancer in the Dark,Dancer in the Dark,12500000.0,40061153.0
Talk to Her,Talk to Her,0.0,0.0
My Name Is Khan,My Name Is Khan,12000000.0,42345360.0
A Streetcar Named Desire,A Streetcar Named Desire,1800000.0,8000000.0
High Noon,High Noon,0.0,0.0
Touch of Evil,Touch of Evil,0.0,0.0
Patton,Patton,12000000.0,89800000.0
Notorious,Notorious,0.0,43051547.0
Amour,Amour,8900000.0,29800000.0
Perfect Blue,Perfect Blue,830000.0,112536.0
Sing Street,Sing Street,4000000.0,13624522.0
The Straight Story,The Straight Story,10000000.0,6418028.0
Chungking Express,Chungking Express,160000.0,0.0
Persepolis,Persepolis,7300000.0,0.0
The Night of the Hunter,The Night of the Hunter,795000.0,0.0
The Killing,The Killing,320000.0,0.0
Sling Blade,Sling Blade,1200000.0,34100000.0
Solaris,Solaris,47000000.0,30002758.0
The Celebration,The Celebration,1.0,120.0
Short Term 12,Short Term 12,3.0,0.0
King Kong,King Kong,672000.0,10000000.0
The Big Sleep,The Big Sleep,0.0,0.0
The Wild Bunch,The Wild Bunch,6244087.0,638641.0
Shoplifters,Shoplifters,0.0,0.0
Farha,Farha,0.0,0.0
Elite Squad 2: The Enemy Within,Elite Squad: The Enemy Within,0.0,63027681.0
"Spring, Summer, Fall, Winter... and Spring","Spring, Summer, Fall, Winter... and Spring",0.0,8945072.0
Pink Floyd: The Wall,Pink Floyd: The Wall,12000000.0,22244207.0
The Sea Inside,The Sea Inside,12806000.0,43731621.0
La Dolce Vita,La Dolce Vita,0.0,19647000.0
Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,7500000.0,33736689.0
Dilwale Dulhania Le Jayenge,Dilwale Dulhania Le Jayenge,13200000.0,100000000.0
Dil Chahta Hai,Dil Chahta Hai,2079000.0,4099000.0
Sicko,Sicko,9000000.0,24538513.0
Anatomy of a Murder,Anatomy of a Murder,2000000.0,8000000.0
The Cabinet of Dr. Caligari,The Cabinet of Dr. Caligari,0.0,0.0
M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,0.0,0.0
The Legend of 1900,The Legend of 1900,9000000.0,21057208.0
Rio Bravo,Rio Bravo,1200000.0,5750000.0
G.O.R.A.,G.O.R.A.,0.0,0.0
La Strada,La Strada,0.0,0.0
Song of the Sea,Song of the Sea,0.0,857522.0
What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane?,980000.0,0.0
Mommy,Mommy,4900000.0,3494070.0
Underground,Underground,0.0,0.0
Le Samouraï,Le Samouraï,0.0,215245.0
Waltz with Bashir,Waltz with Bashir,1500000.0,11179372.0
Special 26,Special 26,7100000.0,18000000.0
Sholay,Sholay,408000.0,4800000.0
Haider,Haider,7000000.0,11500000.0
Citizenfour,Citizenfour,0.0,3003169.0
Andrei Rublev,Andrei Rublev,0.0,24173.0
The Tale of The Princess Kaguya,The Tale of The Princess Kaguya,49300000.0,24366656.0
Throne of Blood,Throne of Blood,0.0,13422.0
"Black Cat, White Cat","Black Cat, White Cat",0.0,0.0
Winter Sleep,Winter Sleep,0.0,4018705.0
Andaz Apna Apna,Andaz Apna Apna,0.0,0.0
Departures,Departures,0.0,0.0
Sunrise,Sunrise,0.0,0.0
The Last Picture Show,The Last Picture Show,1300000.0,29133000.0
Nights of Cabiria,Nights of Cabiria,0.0,752045.0
Paper Moon,Paper Moon,2500000.0,30900000.0
The Message,The Message,0.0,0.0
Wolf Children,Wolf Children,0.0,55060661.0
Tangerines,Tangerines,0.0,0.0
Udaan,Udaan,0.0,0.0
To Be or Not to Be,To Be or Not to Be,9000000.0,13030214.0
What Is a Woman?,What Is a Woman?,0.0,0.0
Ayla: The Daughter of War,Ayla: The Daughter of War,4200000.0,21107423.0
Koyaanisqatsi,Koyaanisqatsi,600000.0,3200000.0
The Act of Killing,The Act of Killing,1000000.0,722714.0
The Red Shoes,The Red Shoes,0.0,0.0
Endless Corridor,Endless Corridor,0.0,0.0
Ace in the Hole,Ace in the Hole,0.0,0.0
Pather Panchali,Pather Panchali,0.0,536364.0
The Grand Illusion,The Grand Illusion,0.0,0.0
Autumn Sonata,Autumn Sonata,0.0,0.0
Thuppakki,Thuppakki,11000000.0,23000000.0
They Shall Not Grow Old,They Shall Not Grow Old,0.0,20904188.0
Guilty,Guilty,0.0,0.0
Paan Singh Tomar,Paan Singh Tomar,0.0,0.0
13th,13th,0.0,0.0
Dersu Uzala,Dersu Uzala,0.0,0.0
Temple Grandin,Temple Grandin,0.0,0.0
Oficina do Diabo,Oficina do Diabo,200000.0,0.0
Man with a Movie Camera,Man with a Movie Camera,0.0,0.0
Hoop Dreams,Hoop Dreams,700000.0,7830611.0
Won't You Be My Neighbor?,Won't You Be My Neighbor?,0.0,22835787.0
Premam,Premam,0.0,0.0
Captain America: The Winter Soldier,Captain America: The Winter Soldier,170000000.0,714766572.0
Harry Potter and the Sorcerer's Stone,Harry Potter and the Philosopher's Stone,125000000.0,976475550.0
The Hangover,The Hangover,35000000.0,469310836.0
Gravity,Gravity,105000000.0,723192705.0
Silver Linings Playbook,Silver Linings Playbook,21000000.0,236412453.0
Kingsman: The Secret Service,Kingsman: The Secret Service,81000000.0,414351546.0
X-Men: First Class,X-Men: First Class,160000000.0,353624124.0
Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,150000000.0,895921036.0
Home Alone,Home Alone,100.0,0.0
Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),18000000.0,103215094.0
Taken,Taken,25000000.0,226830568.0
Argo,Argo,44500000.0,232300000.0
Ocean's Eleven,Ocean's Eleven,85000000.0,450717150.0
Zodiac,Zodiac,65000000.0,84785914.0
Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,250000000.0,954305868.0
Ex Machina,Ex Machina,15000000.0,36869414.0
500 Days of Summer,(500) Days of Summer,7500000.0,60781545.0
Tangled,Tangled,260000000.0,592461732.0
Lost in Translation,Lost in Translation,4000000.0,119723856.0
Sicario,Sicario,30000000.0,84997446.0
Star Trek Into Darkness,Star Trek Into Darkness,190000000.0,467381584.0
The Bourne Supremacy,The Bourne Supremacy,75000000.0,288500217.0
The Theory of Everything,The Theory of Everything,15000000.0,123726688.0
Wreck-It Ralph,Wreck-It Ralph,165000000.0,471222889.0
Crash,Crash,9000000.0,2671855.0
The Game,The Game,50000000.0,109423648.0
Black Hawk Down,Black Hawk Down,92000000.0,172989651.0
Man on Fire,Man on Fire,1180000.0,1415000.0
The Lego Movie,The Lego Movie,60000000.0,470759687.0
Brokeback Mountain,Brokeback Mountain,14000000.0,178043761.0
Mission: Impossible - Fallout,Mission: Impossible - Fallout,178000000.0,791658205.0
Being John Malkovich,Being John Malkovich,13000000.0,22863596.0
Donnie Brasco,Donnie Brasco,35000000.0,124909762.0
"O Brother, Where Art Thou?","O Brother, Where Art Thou?",26000000.0,71900000.0
Gattaca,Gattaca,36000000.0,12532777.0
Lucky Number Slevin,Lucky Number Slevin,27000000.0,56300000.0
Mulan,Mulan,90000000.0,304320254.0
As Good as It Gets,As Good as It Gets,50000000.0,314178011.0
Apollo 13,Apollo 13,52000000.0,355237933.0
Halloween,Halloween,325000.0,70260597.0
The Goonies,The Goonies,19000000.0,61389680.0
A Few Good Men,A Few Good Men,40000000.0,243240178.0
Wind River,Wind River,11000000.0,44998252.0
Road to Perdition,Road to Perdition,80000000.0,181001478.0
First Blood,First Blood,15000000.0,125212904.0
The Banshees of Inisherin,The Banshees of Inisherin,20000000.0,49300000.0
Airplane!,Airplane!,3500000.0,83453539.0
Changeling,Changeling,55000000.0,113400000.0
Philadelphia,Philadelphia,26000000.0,206678440.0
Little Women,Little Women,0.0,0.0
What's Eating Gilbert Grape,What's Eating Gilbert Grape,11000000.0,10000000.0
The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,12500000.0,20416563.0
Primal Fear,Primal Fear,30000000.0,102600000.0
When Harry Met Sally...,When Harry Met Sally...,16000000.0,92823546.0
The Artist,The Artist,15000000.0,133432856.0
Mr. Nobody,Mr. Nobody,47000000.0,2331721.0
Misery,Misery,20000000.0,61300000.0
Captain Fantastic,Captain Fantastic,5000000.0,23123592.0
Remember the Titans,Remember the Titans,30000000.0,136700000.0
Clerks,Clerks,27575.0,3151130.0
Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,3000000.0,4000000.0
Let the Right One In,Let the Right One In,4000000.0,10785801.0
Blue Velvet,Blue Velvet,6000000.0,8636706.0
Straight Outta Compton,Straight Outta Compton,28000000.0,201634991.0
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,90000000.0,232617430.0
Who Framed Roger Rabbit,Who Framed Roger Rabbit,70000000.0,329800000.0
Brazil,Brazil,15000000.0,9900000.0
The Man from Earth,The Man from Earth,200000.0,0.0
Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,90000000.0,484700000.0
Isle of Dogs,Isle of Dogs,62770198.0,64337744.0
Mary Poppins,Mary Poppins,4650000.0,103100000.0
Ed Wood,Ed Wood,18000000.0,5900000.0
The Insider,The Insider,90000000.0,60300000.0
Tombstone,Tombstone,25000000.0,56500000.0
RRR,RRR,69000000.0,160000000.0
Kiki's Delivery Service,Kiki's Delivery Service,6900000.0,4493017.0
Letters from Iwo Jima,Letters from Iwo Jima,19000000.0,68673228.0
A Bronx Tale,A Bronx Tale,22000000.0,17287898.0
Awakenings,Awakenings,31000000.0,52096475.0
Boyz n the Hood,Boyz n the Hood,6500000.0,57504069.0
Society of the Snow,Society of the Snow,65500000.0,1281.0
Kramer vs. Kramer,Kramer vs. Kramer,8000000.0,106260000.0
I Saw the Devil,I Saw the Devil,6000000.0,12966357.0
Manhattan,Manhattan,9000000.0,40194067.0
Past Lives,Past Lives,12000000.0,28126646.0
Glory,Glory,18000000.0,26800000.0
Hunt for the Wilderpeople,Hunt for the Wilderpeople,2500000.0,23900000.0
Night of the Living Dead,Night of the Living Dead,4200000.0,5835247.0
The Best Offer,The Best Offer,13500000.0,19255873.0
Dawn of the Dead,Dawn of the Dead,26000000.0,102278712.0
Midnight Cowboy,Midnight Cowboy,3600000.0,44785053.0
The King of Comedy,The King of Comedy,19000000.0,2536000.0
Once,Once,0.0,0.0
The Fall,The Fall,30000000.0,3984390.0
Mississippi Burning,Mississippi Burning,15000000.0,34604000.0
Nosferatu: A Symphony of Horror,Nosferatu: A Symphony of Horror,0.0,0.0
Three Colors: Blue,Three Colors: Blue,0.0,1527572.0
The Sandlot,The Sandlot,7000000.0,34348444.0
All About My Mother,All About My Mother,8272296.0,67956089.0
The Wind Rises,The Wind Rises,30000000.0,117932401.0
Paddington 2,Paddington 2,40000000.0,290132513.0
A Prophet,A Prophet,13000000.0,17874044.0
October Sky,October Sky,25000000.0,34698685.0
The Searchers,The Searchers,3750000.0,0.0
Charade,Charade,4000000.0,13475000.0
The Hustler,The Hustler,2000000.0,7600000.0
The Remains of the Day,The Remains of the Day,11500000.0,23240144.0
In the Heat of the Night,In the Heat of the Night,2000000.0,27379978.0
Doctor Zhivago,Doctor Zhivago,11000000.0,111858363.0
Harold and Maude,Harold and Maude,1200000.0,0.0
Frankenstein,Frankenstein,0.0,0.0
The Outlaw Josey Wales,The Outlaw Josey Wales,3700000.0,31800000.0
The Manchurian Candidate,The Manchurian Candidate,80000000.0,96105964.0
My Left Foot,My Left Foot: The Story of Christy Brown,645180.0,14743391.0
Perfect Days,Perfect Days,14000000.0,24094016.0
The Ten Commandments,The Ten Commandments,1800000.0,0.0
Wings of Desire,Wings of Desire,2500000.0,3210139.0
Being There,Being There,0.0,0.0
The White Ribbon,The White Ribbon,21555450.0,11652157.0
Hannah and Her Sisters,Hannah and Her Sisters,6400000.0,40084041.0
Kal Ho Naa Ho,Kal Ho Naa Ho,0.0,13214520.0
Whisper of the Heart,Whisper of the Heart,0.0,0.0
Arsenic and Old Lace,Arsenic and Old Lace,1120175.0,0.0
The Chaser,The Chaser,0.0,0.0
The Muppet Christmas Carol,The Muppet Christmas Carol,12000000.0,27300000.0
The Philadelphia Story,The Philadelphia Story,0.0,0.0
Flow,Flow,0.0,0.0
Exit Through the Gift Shop,Exit Through the Gift Shop,0.0,4790751.0
Karthikeya 2,Karthikeya 2,0.0,10384945.0
"4 Months, 3 Weeks and 2 Days","4 Months, 3 Weeks and 2 Days",852510.0,1185783.0
Battleship Potemkin,Battleship Potemkin,0.0,45100.0
Baby,Baby,0.0,0.0
Jab We Met,Jab We Met,2300000.0,10065630.0
Stalag 17,Stalag 17,1661530.0,0.0
3-Iron,3-Iron,0.0,3403957.0
Airlift,Airlift,4500000.0,32000000.0
Harvey,Harvey,0.0,0.0
Nine Queens,Nine Queens,1300000.0,12413888.0
About Elly,About Elly,0.0,0.0
Togo,Togo,0.0,0.0
Miracle on 34th Street,Miracle On 34th Street,0.0,0.0
Icarus,Icarus,0.0,0.0
The Adventures of Robin Hood,The Adventures of Robin Hood,2033000.0,3981000.0
Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,3000000.0,17570324.0
Mirror,Mirror,1200.0,0.0
Laura,Laura,0.0,0.0
Lage Raho Munna Bhai,Lage Raho Munna Bhai,1800000.0,31517561.0
My Sassy Girl,My Sassy Girl,0.0,0.0
Sleuth,Sleuth,3500000.0,5750000.0
Fiddler on the Roof,Fiddler on the Roof,9000000.0,83304330.0
Pink,PINK,0.0,0.0
No Man's Land,No Man's Land,2320000.0,41807000.0
Secrets & Lies,Secrets & Lies,4500000.0,13417292.0
The Return,The Return,15000000.0,11992014.0
Central Station,Central Station,2900000.0,5596708.0
1: Nenokkadine,1: Nenokkadine,0.0,6019000.0
Brief Encounter,Brief Encounter,0.0,0.0
Gully Boy,Gully Boy,5782853.0,28299498.0
The Hidden Fortress,The Hidden Fortress,0.0,463780.0
Sanjuro,Sanjuro,0.0,0.0
Out of the Past,Out of the Past,0.0,0.0
Tae Guk Gi: The Brotherhood of War,Tae Guk Gi: The Brotherhood of War,1500000.0,0.0
Going Clear: Scientology & the Prison of Belief,Going Clear: Scientology and the Prison of Belief,0.0,0.0
Wolfwalkers,Wolfwalkers,12000000.0,1310720.0
Ivan's Childhood,Ivan's Childhood,0.0,0.0
The Shop Around the Corner,The Shop Around the Corner,500000.0,0.0
Kind Hearts and Coronets,Kind Hearts and Coronets,0.0,0.0
Fitzcarraldo,Fitzcarraldo,7362000.0,0.0
"Quo Vadis, Aida?","Quo Vadis, Aida?",4750000.0,813253.0
Vizontele,Vizontele,0.0,0.0
Rudolph the Red-Nosed Reindeer,Rudolph the Red-Nosed Reindeer,0.0,0.0
Article 15,Article 15,0.0,0.0
The King of Kong: A Fistful of Quarters,The King of Kong: A Fistful of Quarters,0.0,0.0
Rififi,Rififi,200000.0,460000.0
Sweet Smell of Success,Sweet Smell of Success,3400000.0,2500000.0
Au Revoir les Enfants,Au Revoir les Enfants,105.0,4542825.0
The Circus,The Circus,0.0,0.0
White Heat,White Heat,1300000.0,3483000.0
Black,Black,1200000.0,0.0
The Exterminating Angel,The Exterminating Angel,0.0,0.0
Raise the Red Lantern,Raise the Red Lantern,1000000.0,16600000.0
The Tashkent Files,The Tashkent Files,0.0,0.0
Anand,Anand,0.0,0.0
The Breath,The Breath,2000000.0,13500000.0
Farewell My Concubine,Farewell My Concubine,4000000.0,6400000.0
Seaspiracy,Seaspiracy,0.0,0.0
Inherit the Wind,Inherit the Wind,2000000.0,2000000.0
Time of the Gypsies,Time of the Gypsies,0.0,0.0
Major,Major,0.0,4961424.0
Nobody Knows,Nobody Knows,0.0,0.0
Masaan,Masaan,0.0,0.0
The Virgin Spring,The Virgin Spring,0.0,700000.0
Z,Z,0.0,0.0
"Rome, Open City","Rome, Open City",20000.0,1000000.0
Kaththi,Kaththi,1600000.0,0.0
Yi Yi,Yi Yi,0.0,0.0
I Want to Eat Your Pancreas,I Want to Eat Your Pancreas,0.0,33748006.0
Umberto D.,Umberto D.,0.0,71461.0
Before the Flood,Before the Flood,0.0,0.0
Rangasthalam,Rangasthalam,7800000.0,0.0
Everything's Gonna Be Great,Everything's Gonna Be Great,0.0,0.0
A Man Escaped,A Man Escaped,0.0,0.0
Jean de Florette,Jean de Florette,4940939.0,0.0
Apollo 11,Apollo 11,0.0,0.0
Sarfarosh,Sarfarosh,0.0,0.0
Army of Shadows,Army of Shadows,0.0,906133.0
A Christmas Carol,A Christmas Carol,0.0,0.0
Manjummel Boys,Manjummel Boys,0.0,0.0
A Short Film About Love,A Short Film About Love,0.0,0.0
Ugetsu,Ugetsu,0.0,0.0
Cowspiracy: The Sustainability Secret,Cowspiracy: The Sustainability Secret,117.0,0.0
A Moment to Remember,A Moment to Remember,4200000.0,0.0
The Twilight Samurai,The Twilight Samurai,5000000.0,7372769.0
Maanaadu,Maanaadu,11840004.0,0.0
Sinners,Sinners,90000000.0,339031302.0
Khosla Ka Ghosla!,Khosla Ka Ghosla!,0.0,0.0
Miracle in Cell No. 7,Miracle in Cell No. 7,0.0,0.0
Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,95000000.0,392105159.0
300,300,65000000.0,456082343.0
Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,113000000.0,850000000.0
Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,200000000.0,863756051.0
American Psycho,American Psycho,7000000.0,34300000.0
Deadpool 2,Deadpool 2,110000000.0,785896632.0
Sherlock Holmes,Sherlock Holmes,90000000.0,524028679.0
Superbad,Superbad,20000000.0,170800000.0
Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,250000000.0,933959197.0
Despicable Me,Despicable Me,69000000.0,543284256.0
Kick-Ass,Kick-Ass,28000000.0,96188903.0
Minority Report,Minority Report,102000000.0,358372926.0
Watchmen,Watchmen,130000000.0,185258983.0
Rise of the Planet of the Apes,Rise of the Planet of the Apes,93000000.0,481800873.0
Fury,Fury,68000000.0,211817906.0
Love Actually,Love Actually,40000000.0,250779876.0
Kung Fu Panda,Kung Fu Panda,130000000.0,632091832.0
The Butterfly Effect,The Butterfly Effect,13000000.0,96800000.0
The Fifth Element,The Fifth Element,90000000.0,263920180.0
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,170000000.0,710644566.0
Deadpool & Wolverine,Deadpool & Wolverine,200000000.0,1338073645.0
Saw,Saw,5000.0,0.0
Moneyball,Moneyball,50000000.0,110206216.0
Midnight in Paris,Midnight in Paris,17000000.0,151119219.0
The Godfather Part III,The Godfather Part III,54000000.0,136766062.0
A Star Is Born,A Star Is Born,1200000.0,2370000.0
The Machinist,The Machinist,5000000.0,8203235.0
Die Hard with a Vengeance,Die Hard: With a Vengeance,90000000.0,366101666.0
The Fault in Our Stars,The Fault in Our Stars,14000000.0,307166834.0
Moana,Moana,0.0,0.0
Inside Man,Inside Man,45000000.0,186003591.0
The Others,The Others,17000000.0,210002906.0
John Wick: Chapter 4,John Wick: Chapter 4,100000000.0,440157245.0
The Blind Side,The Blind Side,29000000.0,309231694.0
True Grit,True Grit,38000000.0,252300000.0
Lord of War,Lord of War,50000000.0,72600000.0
50/50,50/50,8000000.0,39187783.0
3:10 to Yuma,3:10 to Yuma,0.0,1850000.0
Bridge of Spies,Bridge of Spies,40000000.0,165478348.0
The Royal Tenenbaums,The Royal Tenenbaums,21000000.0,71441250.0
Creed,Creed,37000000.0,173600000.0
Seven Pounds,Seven Pounds,55000000.0,168167691.0
Moulin Rouge!,Moulin Rouge!,52500000.0,179213434.0
Gone Baby Gone,Gone Baby Gone,19000000.0,34600000.0
The Little Mermaid,The Little Mermaid,0.0,2614006.0
Office Space,Office Space,10000000.0,12800000.0
Toy Story 4,Toy Story 4,175000000.0,1073841394.0
RoboCop,RoboCop,13000000.0,53424681.0
Stardust,Stardust,0.0,0.0
Lethal Weapon,Lethal Weapon,15000000.0,120207127.0
Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,291000000.0,571125435.0
Train to Busan,Train to Busan,8500000.0,87547518.0
End of Watch,End of Watch,7000000.0,55078146.0
Killers of the Flower Moon,Killers of the Flower Moon,200000000.0,158722599.0
Eastern Promises,Eastern Promises,51500000.0,56106607.0
The Reader,The Reader,32000000.0,108902486.0
Hell or High Water,Hell or High Water,12000000.0,37600000.0
The Boondock Saints,The Boondock Saints,6000000.0,38256.0
21 Grams,21 Grams,20000000.0,60427839.0
The Whale,The Whale,0.0,0.0
Match Point,Match Point,15000000.0,85306374.0
Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,1488423.0,184925486.0
Close Encounters of the Third Kind,Close Encounters of the Third Kind,20000000.0,306889114.0
The Raid: Redemption,The Raid,1100000.0,9148519.0
"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",21000000.0,83137864.0
Dark City,Dark City,27000000.0,27200000.0
Falling Down,Falling Down,25000000.0,40903593.0
Finding Neverland,Finding Neverland,25000000.0,116766556.0
